CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13032.0,38,3,1023.84,3,3,4,10,Loyal
13033.0,356,1,190.55,1,1,1,3,Lost
13034.0,54,2,642.77,3,2,3,8,Potential
13035.0,57,3,957.13,3,3,3,9,Potential
13037.0,137,3,881.07,2,3,3,8,Potential
13038.0,79,3,908.46,2,3,3,8,Potential
13040.0,8,2,676.99,5,2,3,10,Loyal
13043.0,253,2,561.27,1,2,3,6,At Risk
13044.0,290,1,560.47,1,1,3,5,Lost
13045.0,98,1,305.28000000000003,2,1,2,5,Lost
13046.0,30,2,629.31,4,2,3,9,Potential
13047.0,31,18,3395.98,4,5,5,14,Champions
13048.0,13,5,1865.91,4,4,4,12,Champions
13049.0,63,2,656.6800000000001,3,2,3,8,Potential
13050.0,8,28,5989.11,5,5,5,15,Champions
13052.0,211,1,348.15000000000003,1,1,2,4,Lost
13055.0,63,4,1226.86,3,4,4,11,Loyal
13058.0,24,3,271.40000000000003,4,3,2,9,Potential
13059.0,249,1,183.4,1,1,1,3,Lost
13060.0,253,1,307.53,1,1,2,4,Lost
13061.0,71,1,248.61,2,1,2,5,Lost
13062.0,190,1,346.98,1,1,2,4,Lost
13064.0,12,4,1119.49,4,4,4,12,Champions
13065.0,372,1,205.86,1,1,1,3,Lost
13066.0,23,3,510.7,4,3,3,10,Loyal
13067.0,81,1,115.46000000000001,2,1,1,4,Lost
13068.0,9,2,344.0,5,2,2,9,Potential
13069.0,0,27,5154.42,5,5,5,15,Champions
13070.0,191,1,228.8,1,1,1,3,Lost
13072.0,266,1,177.15,1,1,1,3,Lost
13075.0,129,1,919.61,2,1,3,6,At Risk
13077.0,0,4,729.27,5,4,3,12,Champions
13078.0,0,43,12823.6,5,5,5,15,Champions
13079.0,3,5,220.10000000000002,5,4,1,10,Loyal
13080.0,178,1,58.08,2,1,1,4,Lost
13081.0,0,21,28908.48,5,5,5,15,Champions
13082.0,125,10,3631.7799999999997,2,5,5,12,Champions
13083.0,3,2,303.75,5,2,2,9,Potential
13085.0,157,3,559.78,2,3,3,8,Potential
13089.0,2,118,60265.78,5,5,5,15,Champions
13090.0,8,18,9132.25,5,5,5,15,Champions
13091.0,20,2,371.82,4,2,2,8,Potential
13092.0,70,6,495.83,3,4,2,9,Potential
13093.0,266,13,7923.47,1,5,5,11,Loyal
13094.0,20,16,2145.78,4,5,5,14,Champions
13095.0,70,1,74.39999999999999,3,1,1,5,Lost
13097.0,32,14,6127.52,3,5,5,13,Champions
13098.0,0,41,29106.0,5,5,5,15,Champions
13099.0,98,1,207.35999999999999,2,1,1,4,Lost
13101.0,233,1,101.19,1,1,1,3,Lost
13102.0,0,27,6511.889999999999,5,5,5,15,Champions
13103.0,39,1,243.94,3,1,1,5,Lost
13104.0,2,6,1098.48,5,4,4,13,Champions
13106.0,128,2,93.5,2,2,1,5,Lost
13107.0,43,5,1539.17,3,4,4,11,Loyal
13108.0,372,1,350.06,1,1,2,4,Lost
13109.0,2,5,806.24,5,4,3,12,Champions
13110.0,30,8,1524.47,4,5,4,13,Champions
13113.0,0,40,13990.17,5,5,5,15,Champions
13115.0,8,14,2383.93,5,5,5,15,Champions
13116.0,116,2,517.09,2,2,3,7,At Risk
13117.0,21,8,984.91,4,5,4,13,Champions
13118.0,19,7,1270.6200000000001,4,4,4,12,Champions
13120.0,238,1,30.599999999999998,1,1,1,3,Lost
13121.0,268,2,312.73,1,2,2,5,Lost
13122.0,93,2,922.39,2,2,3,7,At Risk
13124.0,89,3,3866.33,2,3,5,10,Loyal
13126.0,4,10,2142.99,5,5,5,15,Champions
13127.0,77,1,259.17,2,1,2,5,Lost
13130.0,93,1,64.0,2,1,1,4,Lost
13131.0,22,4,1107.3,4,4,4,12,Champions
13132.0,261,1,77.3,1,1,1,3,Lost
13133.0,273,2,109.8,1,2,1,4,Lost
13134.0,72,7,1846.53,2,5,4,11,Loyal
13135.0,196,1,3096.0,1,1,5,7,At Risk
13136.0,49,11,2669.84,3,5,5,13,Champions
13137.0,10,9,3695.7400000000002,5,5,5,15,Champions
13138.0,21,6,962.39,4,4,4,12,Champions
13139.0,15,8,5074.09,4,5,5,14,Champions
13140.0,107,3,423.72,2,3,2,7,At Risk
13141.0,84,6,2391.7,2,4,5,11,Loyal
13142.0,18,1,307.09,4,1,2,7,At Risk
13144.0,332,1,110.95,1,1,1,3,Lost
13145.0,39,5,622.27,3,4,3,10,Loyal
13146.0,25,1,228.91,4,1,1,6,At Risk
13147.0,9,4,712.8000000000001,5,4,3,12,Champions
13148.0,28,17,4065.76,4,5,5,14,Champions
13149.0,13,4,1676.06,4,4,4,12,Champions
13151.0,202,2,1265.3700000000001,1,2,4,7,At Risk
13153.0,5,1,486.22,5,1,2,8,Potential
13154.0,143,1,611.86,2,1,3,6,At Risk
13155.0,32,4,971.76,3,4,4,11,Loyal
13157.0,48,5,1760.87,3,4,4,11,Loyal
13158.0,94,4,1201.06,2,4,4,10,Loyal
13159.0,8,5,1495.95,5,4,4,13,Champions
13160.0,21,1,91.8,4,1,1,6,At Risk
13161.0,312,1,112.75,1,1,1,3,Lost
13162.0,121,5,1731.59,2,4,4,10,Loyal
13165.0,45,2,1021.48,3,2,4,9,Potential
13166.0,281,2,419.7,1,2,2,5,Lost
13167.0,18,4,791.33,4,4,3,11,Loyal
13168.0,35,5,1328.24,3,4,4,11,Loyal
13169.0,63,2,712.88,3,2,3,8,Potential
13170.0,26,1,116.00999999999999,4,1,1,6,At Risk
13171.0,7,5,510.01,5,4,3,12,Champions
13173.0,3,2,353.65,5,2,2,9,Potential
13174.0,15,3,2817.03,4,3,5,12,Champions
13176.0,45,1,492.84,3,1,2,6,At Risk
13177.0,64,1,282.45,3,1,2,6,At Risk
13178.0,25,11,5725.47,4,5,5,14,Champions
13182.0,44,1,121.18,3,1,1,5,Lost
13183.0,7,9,3957.78,5,5,5,15,Champions
13184.0,14,12,1753.79,4,5,4,13,Champions
13185.0,267,1,71.4,1,1,1,3,Lost
13186.0,39,5,1612.0900000000001,3,4,4,11,Loyal
13187.0,336,1,236.02,1,1,1,3,Lost
13188.0,10,1,114.60000000000001,5,1,1,7,At Risk
13189.0,18,2,260.68,4,2,2,8,Potential
13192.0,94,2,911.94,2,2,3,7,At Risk
13193.0,60,1,117.88,3,1,1,5,Lost
13194.0,135,1,60.7,2,1,1,4,Lost
13196.0,10,4,1797.78,5,4,4,13,Champions
13198.0,9,8,3418.39,5,5,5,15,Champions
13199.0,3,39,9830.28,5,5,5,15,Champions
13200.0,18,4,870.09,4,4,3,11,Loyal
13203.0,9,4,869.46,5,4,3,12,Champions
13207.0,14,2,250.26000000000002,4,2,2,8,Potential
13208.0,58,7,1241.9,3,5,4,12,Champions
13209.0,29,11,5963.06,4,5,5,14,Champions
13210.0,93,1,353.48,2,1,2,5,Lost
13211.0,9,3,1197.42,5,3,4,12,Champions
13212.0,8,4,795.58,5,4,3,12,Champions
13213.0,56,6,1522.73,3,4,4,11,Loyal
13216.0,267,1,333.74,1,1,2,4,Lost
13217.0,121,5,934.34,2,4,3,9,Potential
13218.0,126,1,62.63999999999999,2,1,1,4,Lost
13220.0,77,4,819.2900000000001,2,4,3,9,Potential
13221.0,239,2,847.41,1,2,3,6,At Risk
13223.0,199,2,163.20000000000002,1,2,1,4,Lost
13224.0,59,3,2161.05,3,3,5,11,Loyal
13225.0,2,8,6844.64,5,5,5,15,Champions
13226.0,272,1,108.21000000000001,1,1,1,3,Lost
13227.0,201,1,257.7,1,1,2,4,Lost
13228.0,80,1,358.0,2,1,2,5,Lost
13229.0,225,1,160.95,1,1,1,3,Lost
13230.0,3,15,2850.5299999999997,5,5,5,15,Champions
13232.0,12,7,1357.6,4,5,4,13,Champions
13233.0,73,2,605.12,2,2,3,7,At Risk
13235.0,211,2,1960.97,1,2,4,7,At Risk
13236.0,24,3,762.4300000000001,4,3,3,10,Loyal
13238.0,10,5,720.63,5,4,3,12,Champions
13239.0,261,1,359.44,1,1,2,4,Lost
13240.0,95,4,663.65,2,4,3,9,Potential
13242.0,111,3,270.40000000000003,2,3,2,7,At Risk
13243.0,202,1,600.07,1,1,3,5,Lost
13244.0,92,1,121.74000000000001,2,1,1,4,Lost
13245.0,50,1,430.5,3,1,2,6,At Risk
13246.0,17,7,2052.5,4,5,4,13,Champions
13247.0,17,4,501.12,4,4,3,11,Loyal
13248.0,124,2,465.68,2,2,2,6,At Risk
13249.0,91,3,711.41,2,3,3,8,Potential
13253.0,156,2,1030.4,2,2,4,8,Potential
13255.0,3,3,408.36,5,3,2,10,Loyal
13256.0,13,1,10659.0,4,1,5,10,Loyal
13258.0,11,3,698.58,4,3,3,10,Loyal
13259.0,61,1,292.32,3,1,2,6,At Risk
13260.0,60,1,557.62,3,1,3,7,At Risk
13261.0,268,2,944.1,1,2,3,6,At Risk
13262.0,262,1,200.29,1,1,1,3,Lost
13263.0,0,35,7454.07,5,5,5,15,Champions
13265.0,52,5,2107.66,3,4,5,12,Champions
13266.0,10,19,3950.85,5,5,5,15,Champions
13267.0,2,27,4638.54,5,5,5,15,Champions
13268.0,17,15,3261.74,4,5,5,14,Champions
13269.0,0,17,5376.54,5,5,5,15,Champions
13270.0,365,1,590.0,1,1,3,5,Lost
13271.0,36,2,256.5,3,2,2,7,At Risk
13272.0,30,2,276.56,4,2,2,8,Potential
13273.0,112,1,138.98,2,1,1,4,Lost
13276.0,63,2,590.9300000000001,3,2,3,8,Potential
13277.0,15,4,258.4,4,4,2,10,Loyal
13278.0,40,1,542.73,3,1,3,7,At Risk
13279.0,63,2,149.20000000000002,3,2,1,6,At Risk
13280.0,121,3,814.86,2,3,3,8,Potential
13282.0,17,6,1216.44,4,4,4,12,Champions
13283.0,59,2,93.66,3,2,1,6,At Risk
13284.0,322,2,206.23,1,2,1,4,Lost
13285.0,22,4,2709.12,4,4,5,13,Champions
13291.0,155,1,361.11,2,1,2,5,Lost
13292.0,38,2,578.9399999999999,3,2,3,8,Potential
13294.0,189,2,873.74,1,2,3,6,At Risk
13295.0,359,2,204.45000000000002,1,2,1,4,Lost
13296.0,136,1,87.4,2,1,1,4,Lost
13297.0,7,4,2089.85,5,4,4,13,Champions
13298.0,0,1,360.0,5,1,2,8,Potential
13299.0,267,1,142.5,1,1,1,3,Lost
13300.0,164,2,378.49,2,2,2,6,At Risk
13301.0,103,4,618.09,2,4,3,9,Potential
13302.0,154,1,63.75,2,1,1,4,Lost
13304.0,350,1,300.42,1,1,2,4,Lost
13305.0,3,10,2000.86,5,5,4,14,Champions
13307.0,119,1,15.0,2,1,1,4,Lost
13308.0,22,4,1403.41,4,4,4,12,Champions
13309.0,6,5,1456.79,5,4,4,13,Champions
13310.0,8,6,1180.43,5,4,4,13,Champions
13311.0,3,2,598.57,5,2,3,10,Loyal
13313.0,21,5,1555.32,4,4,4,12,Champions
13314.0,1,4,973.22,5,4,4,13,Champions
13316.0,36,5,6139.97,3,4,5,12,Champions
13317.0,63,9,2407.29,3,5,5,13,Champions
13318.0,0,3,640.76,5,3,3,11,Loyal
13319.0,4,36,11026.76,5,5,5,15,Champions
13320.0,69,6,1605.7,3,4,4,11,Loyal
13321.0,71,2,567.36,2,2,3,7,At Risk
13322.0,16,1,199.48000000000002,4,1,1,6,At Risk
13323.0,2,5,787.85,5,4,3,12,Champions
13324.0,31,12,7171.1,4,5,5,14,Champions
13325.0,81,1,675.3,2,1,3,6,At Risk
13327.0,38,9,3637.9700000000003,3,5,5,13,Champions
13328.0,315,1,1308.48,1,1,4,6,At Risk
13329.0,31,4,837.5999999999999,4,4,3,11,Loyal
13330.0,92,3,1140.93,2,3,4,9,Potential
13332.0,13,1,350.9,4,1,2,7,At Risk
13334.0,81,3,3536.82,2,3,5,10,Loyal
13336.0,76,1,795.12,2,1,3,6,At Risk
13338.0,153,3,542.22,2,3,3,8,Potential
13339.0,200,1,860.12,1,1,3,5,Lost
13340.0,44,7,10736.48,3,5,5,13,Champions
13341.0,260,1,775.85,1,1,3,5,Lost
13343.0,172,2,402.93,2,2,2,6,At Risk
13344.0,67,3,2543.72,3,3,5,11,Loyal
13345.0,276,2,401.40000000000003,1,2,2,5,Lost
13347.0,69,1,341.36,3,1,2,6,At Risk
13348.0,63,1,233.76,3,1,1,5,Lost
13349.0,10,1,247.32,5,1,1,7,At Risk
13350.0,15,3,1047.52,4,3,4,11,Loyal
13351.0,65,1,373.94,3,1,2,6,At Risk
13352.0,7,2,406.67999999999995,5,2,2,9,Potential
13354.0,70,1,743.53,3,1,3,7,At Risk
13355.0,121,1,674.7,2,1,3,6,At Risk
13356.0,79,1,768.24,2,1,3,6,At Risk
13357.0,256,1,609.95,1,1,3,5,Lost
13358.0,268,1,439.03,1,1,2,4,Lost
13359.0,58,2,447.86,3,2,2,7,At Risk
13362.0,2,5,3095.9900000000002,5,4,5,14,Champions
13363.0,17,2,992.5,4,2,4,10,Loyal
13364.0,66,2,269.91999999999996,3,2,2,7,At Risk
13365.0,8,3,2259.52,5,3,5,13,Champions
13366.0,49,1,56.160000000000004,3,1,1,5,Lost
13368.0,256,2,623.4,1,2,3,6,At Risk
13369.0,353,2,352.81,1,2,2,5,Lost
13370.0,365,2,788.4200000000001,1,2,3,6,At Risk
13372.0,89,1,378.64,2,1,2,5,Lost
13373.0,60,3,3312.25,3,3,5,11,Loyal
13375.0,80,2,784.4,2,2,3,7,At Risk
13376.0,98,3,1019.76,2,3,4,9,Potential
13379.0,25,3,572.56,4,3,3,10,Loyal
13381.0,20,7,3651.81,4,5,5,14,Champions
13382.0,280,1,222.99,1,1,1,3,Lost
13384.0,30,9,4181.58,4,5,5,14,Champions
13385.0,329,1,534.57,1,1,3,5,Lost
13388.0,120,3,727.05,2,3,3,8,Potential
13389.0,10,3,797.96,5,3,3,11,Loyal
13390.0,74,1,544.08,2,1,3,6,At Risk
13391.0,203,1,59.8,1,1,1,3,Lost
13394.0,1,10,2727.2400000000002,5,5,5,15,Champions
13395.0,184,1,307.72,1,1,2,4,Lost
13396.0,21,4,1396.69,4,4,4,12,Champions
13397.0,72,6,1549.08,2,4,4,10,Loyal
13398.0,191,1,457.34,1,1,2,4,Lost
13402.0,126,2,621.23,2,2,3,7,At Risk
13403.0,17,1,75.0,4,1,1,6,At Risk
13404.0,0,2,252.49,5,2,2,9,Potential
13405.0,73,3,572.451,2,3,3,8,Potential
13408.0,1,81,28746.670000000002,5,5,5,15,Champions
13410.0,8,7,1017.21,5,5,4,14,Champions
13411.0,106,1,213.55,2,1,1,4,Lost
13414.0,133,3,1390.5,2,3,4,9,Potential
13416.0,43,2,712.5,3,2,3,8,Potential
13417.0,4,2,640.83,5,2,3,10,Loyal
13418.0,11,23,6409.42,4,5,5,14,Champions
13419.0,63,1,221.06,3,1,1,5,Lost
13420.0,134,4,179.35,2,4,1,7,At Risk
13421.0,39,3,1853.18,3,3,4,10,Loyal
13422.0,50,2,2651.05,3,2,5,10,Loyal
13425.0,107,3,1624.21,2,3,4,9,Potential
13426.0,0,12,3731.94,5,5,5,15,Champions
13427.0,18,3,582.6,4,3,3,10,Loyal
13428.0,9,1,218.47,5,1,1,7,At Risk
13429.0,10,4,1006.8,5,4,4,13,Champions
13430.0,18,4,710.21,4,4,3,11,Loyal
13431.0,66,2,1269.1,3,2,4,9,Potential
13434.0,73,2,534.24,2,2,3,7,At Risk
13435.0,4,9,3825.29,5,5,5,15,Champions
13436.0,1,1,196.89,5,1,1,7,At Risk
13437.0,13,7,3408.06,4,5,5,14,Champions
13439.0,254,1,283.71,1,1,2,4,Lost
13441.0,91,1,296.64,2,1,2,5,Lost
13447.0,22,4,1154.05,4,4,4,12,Champions
13448.0,16,10,3613.07,4,5,5,14,Champions
13449.0,23,1,291.88,4,1,2,7,At Risk
13450.0,26,6,2043.7199999999998,4,4,4,12,Champions
13451.0,25,6,3035.85,4,4,5,13,Champions
13452.0,258,2,590.0,1,2,3,6,At Risk
13453.0,165,2,356.97999999999996,2,2,2,6,At Risk
13455.0,24,4,1109.33,4,4,4,12,Champions
13456.0,17,7,1795.6200000000001,4,5,4,13,Champions
13458.0,6,22,9755.22,5,5,5,15,Champions
13460.0,28,2,183.44,4,2,1,7,At Risk
13461.0,38,3,1445.0,3,3,4,10,Loyal
13462.0,182,2,159.75,1,2,1,4,Lost
13464.0,57,1,674.68,3,1,3,7,At Risk
13466.0,99,2,317.85,2,2,2,6,At Risk
13467.0,10,2,1083.71,5,2,4,11,Loyal
13468.0,1,41,5753.19,5,5,5,15,Champions
13470.0,98,2,165.0,2,2,1,5,Lost
13471.0,0,4,2531.58,5,4,5,14,Champions
13473.0,60,3,427.74,3,3,2,8,Potential
13474.0,235,1,229.59,1,1,1,3,Lost
13475.0,190,4,1431.78,1,4,4,9,Potential
13476.0,178,4,1384.17,1,4,4,9,Potential
13477.0,37,8,1467.6299999999999,3,5,4,12,Champions
13479.0,197,3,310.9,1,3,2,6,At Risk
13481.0,45,8,1832.31,3,5,4,12,Champions
13482.0,231,1,184.64,1,1,1,3,Lost
13483.0,65,1,140.34,3,1,1,5,Lost
13484.0,240,1,313.8,1,1,2,4,Lost
13485.0,232,1,454.24,1,1,2,4,Lost
13486.0,77,3,1122.41,2,3,4,9,Potential
13487.0,57,3,575.4,3,3,3,9,Potential
13488.0,16,17,9026.01,4,5,5,14,Champions
13489.0,104,4,449.52,2,4,2,8,Potential
13491.0,51,10,1215.82,3,5,4,12,Champions
13492.0,135,3,1269.84,2,3,4,9,Potential
13493.0,274,2,618.63,1,2,3,6,At Risk
13494.0,311,1,316.26000000000005,1,1,2,4,Lost
13495.0,7,6,2099.62,5,4,5,14,Champions
13496.0,10,3,688.73,5,3,3,11,Loyal
13497.0,282,3,375.05,1,3,2,6,At Risk
13499.0,17,7,1171.26,4,5,4,13,Champions
13500.0,22,4,1196.77,4,4,4,12,Champions
13501.0,242,2,1370.17,1,2,4,7,At Risk
13502.0,16,3,292.0,4,3,2,9,Potential
13503.0,70,1,216.85,3,1,1,5,Lost
13504.0,63,1,295.93,3,1,2,6,At Risk
13505.0,67,8,4504.38,3,5,5,13,Champions
13506.0,311,3,464.21999999999997,1,3,2,6,At Risk
13507.0,2,4,2479.16,5,4,5,14,Champions
13508.0,243,1,110.97,1,1,1,3,Lost
13509.0,8,7,979.72,5,5,4,14,Champions
13510.0,0,5,1797.96,5,4,4,13,Champions
13512.0,260,1,251.21,1,1,2,4,Lost
13513.0,126,1,205.1,2,1,1,4,Lost
13514.0,73,1,152.20000000000002,2,1,1,4,Lost
13515.0,72,4,891.12,2,4,3,9,Potential
13516.0,20,3,1389.41,4,3,4,11,Loyal
13517.0,59,5,2147.77,3,4,5,12,Champions
13518.0,85,1,659.4399999999999,2,1,3,6,At Risk
13519.0,49,2,134.7,3,2,1,6,At Risk
13520.0,58,8,3760.95,3,5,5,13,Champions
13521.0,0,3,1093.65,5,3,4,12,Champions
13522.0,29,1,125.80000000000001,4,1,1,6,At Risk
13523.0,32,6,4174.38,3,4,5,12,Champions
13524.0,40,5,680.1800000000001,3,4,3,10,Loyal
13525.0,14,2,628.78,4,2,3,9,Potential
13527.0,33,8,2311.26,3,5,5,13,Champions
13529.0,78,2,307.76,2,2,2,6,At Risk
13531.0,204,2,483.8,1,2,2,5,Lost
13532.0,33,1,210.31,3,1,1,5,Lost
13533.0,182,3,270.79,1,3,2,6,At Risk
13534.0,1,43,6127.08,5,5,5,15,Champions
13536.0,0,7,3448.29,5,5,5,15,Champions
13538.0,42,7,1280.85,3,5,4,12,Champions
13539.0,85,4,656.84,2,4,3,9,Potential
13544.0,39,2,291.41,3,2,2,7,At Risk
13546.0,11,3,626.99,4,3,3,10,Loyal
13548.0,95,2,682.41,2,2,3,7,At Risk
13549.0,25,8,920.28,4,5,3,12,Champions
13551.0,318,1,91.80000000000001,1,1,1,3,Lost
13552.0,65,16,3940.61,3,5,5,13,Champions
13555.0,73,4,4149.28,2,4,5,11,Loyal
13557.0,27,2,584.06,4,2,3,9,Potential
13558.0,5,4,605.06,5,4,3,12,Champions
13560.0,6,1,174.37,5,1,1,7,At Risk
13561.0,215,1,141.85999999999999,1,1,1,3,Lost
13562.0,81,3,1799.33,2,3,4,9,Potential
13563.0,83,2,777.53,2,2,3,7,At Risk
13564.0,143,5,2850.3,2,4,5,11,Loyal
13565.0,18,2,240.22,4,2,1,7,At Risk
13566.0,40,2,874.71,3,2,3,8,Potential
13568.0,172,1,192.85,2,1,1,4,Lost
13569.0,16,2,373.75,4,2,2,8,Potential
13570.0,242,1,239.49,1,1,1,3,Lost
13571.0,12,12,2092.32,4,5,4,13,Champions
13572.0,205,1,1384.25,1,1,4,6,At Risk
13573.0,49,2,294.4,3,2,2,7,At Risk
13575.0,22,5,732.0699999999999,4,4,3,11,Loyal
13576.0,9,20,6731.38,5,5,5,15,Champions
13577.0,24,5,1716.9,4,4,4,12,Champions
13579.0,14,2,467.04,4,2,2,8,Potential
13581.0,308,1,118.0,1,1,1,3,Lost
13583.0,155,1,781.03,2,1,3,6,At Risk
13584.0,306,1,142.4,1,1,1,3,Lost
13587.0,31,3,1077.8,3,3,4,10,Loyal
13588.0,15,13,2512.78,4,5,5,14,Champions
13589.0,14,2,379.65,4,2,2,8,Potential
13590.0,10,7,1987.72,5,5,4,14,Champions
13591.0,64,3,1117.13,3,3,4,10,Loyal
13592.0,35,4,247.95999999999998,3,4,1,8,Potential
13593.0,107,6,2083.88,2,4,4,10,Loyal
13594.0,52,1,396.97,3,1,2,6,At Risk
13596.0,5,2,697.04,5,2,3,10,Loyal
13598.0,46,2,192.92000000000002,3,2,1,6,At Risk
13599.0,0,33,5276.74,5,5,5,15,Champions
13600.0,311,1,219.52,1,1,1,3,Lost
13601.0,44,2,693.32,3,2,3,8,Potential
13602.0,64,1,428.89,3,1,2,6,At Risk
13603.0,25,1,164.34,4,1,1,6,At Risk
13606.0,28,3,280.53999999999996,4,3,2,9,Potential
13607.0,39,1,678.01,3,1,3,7,At Risk
13610.0,11,9,1148.33,4,5,4,13,Champions
13611.0,88,4,1185.4,2,4,4,10,Loyal
13614.0,23,4,1610.46,4,4,4,12,Champions
13615.0,312,2,435.39,1,2,2,5,Lost
13617.0,39,3,544.18,3,3,3,9,Potential
13618.0,173,1,177.34,2,1,1,4,Lost
13621.0,116,1,213.85,2,1,1,4,Lost
13623.0,30,7,823.12,4,5,3,12,Champions
13626.0,252,1,257.23,1,1,2,4,Lost
13627.0,58,7,1652.92,3,5,4,12,Champions
13629.0,22,11,7792.36,4,5,5,14,Champions
13630.0,4,11,2067.88,5,5,4,14,Champions
13631.0,99,12,3119.07,2,5,5,12,Champions
13632.0,24,6,2125.52,4,4,5,13,Champions
13634.0,32,5,1575.16,3,4,4,11,Loyal
13635.0,67,1,1071.03,3,1,4,8,Potential
13636.0,36,6,956.62,3,4,3,10,Loyal
13637.0,51,3,810.5,3,3,3,9,Potential
13638.0,15,1,122.64,4,1,1,6,At Risk
13639.0,73,1,1033.34,2,1,4,7,At Risk
13642.0,215,1,354.8,1,1,2,4,Lost
13643.0,30,3,519.44,4,3,3,10,Loyal
13644.0,8,5,2651.0,5,4,5,14,Champions
13645.0,119,1,252.1,2,1,2,5,Lost
13647.0,9,5,1686.02,5,4,4,13,Champions
13649.0,256,2,346.6,1,2,2,5,Lost
13650.0,16,7,1863.34,4,5,4,13,Champions
13651.0,34,2,94.2,3,2,1,6,At Risk
13652.0,45,3,1095.08,3,3,4,10,Loyal
13654.0,42,6,2707.33,3,4,5,12,Champions
13655.0,113,2,932.97,2,2,3,7,At Risk
13656.0,164,2,379.65,2,2,2,6,At Risk
13657.0,10,2,382.14,5,2,2,9,Potential
13658.0,9,7,2856.87,5,5,5,15,Champions
13659.0,196,3,1595.55,1,3,4,8,Potential
13662.0,85,7,916.44,2,5,3,10,Loyal
13663.0,178,1,189.47,1,1,1,3,Lost
13666.0,59,3,84.65,3,3,1,7,At Risk
13667.0,148,1,305.02,2,1,2,5,Lost
13668.0,2,29,6511.11,5,5,5,15,Champions
13669.0,50,2,218.55,3,2,1,6,At Risk
13670.0,74,1,349.7,2,1,2,5,Lost
13672.0,300,6,444.24,1,4,2,7,At Risk
13673.0,18,2,396.92,4,2,2,8,Potential
13675.0,150,2,486.82000000000005,2,2,2,6,At Risk
13678.0,151,1,232.6,2,1,1,4,Lost
13680.0,0,5,5242.53,5,4,5,14,Champions
13681.0,17,4,827.83,4,4,3,11,Loyal
13682.0,186,1,59.5,1,1,1,3,Lost
13684.0,285,2,70.23,1,2,1,4,Lost
13685.0,2,7,3119.44,5,5,5,15,Champions
13686.0,182,1,72.0,1,1,1,3,Lost
13689.0,62,1,910.0,3,1,3,7,At Risk
13690.0,58,1,172.25,3,1,1,5,Lost
13692.0,24,5,1509.77,4,4,4,12,Champions
13693.0,324,2,32.0,1,2,1,4,Lost
13694.0,3,60,67426.14,5,5,5,15,Champions
13695.0,30,15,2504.13,4,5,5,14,Champions
13697.0,38,1,151.29999999999998,3,1,1,5,Lost
13699.0,154,1,308.58000000000004,2,1,2,5,Lost
13700.0,25,10,2265.12,4,5,5,14,Champions
13703.0,317,1,99.5,1,1,1,3,Lost
13704.0,4,10,2320.81,5,5,5,15,Champions
13705.0,7,3,711.86,5,3,3,11,Loyal
13706.0,302,1,330.79,1,1,2,4,Lost
13707.0,266,2,806.41,1,2,3,6,At Risk
13708.0,270,1,296.88,1,1,2,4,Lost
13709.0,3,17,6406.99,5,5,5,15,Champions
13710.0,31,1,180.48,3,1,1,5,Lost
13711.0,218,2,252.06,1,2,2,5,Lost
13712.0,246,1,228.84,1,1,1,3,Lost
13715.0,280,8,1104.74,1,5,4,10,Loyal
13716.0,268,1,138.28,1,1,1,3,Lost
13717.0,31,7,1457.76,3,5,4,12,Champions
13718.0,245,2,306.55,1,2,2,5,Lost
13719.0,14,5,1041.68,4,4,4,12,Champions
13720.0,116,4,799.9,2,4,3,9,Potential
13721.0,35,1,524.14,3,1,3,7,At Risk
13722.0,119,4,2381.66,2,4,5,11,Loyal
13723.0,216,1,199.85000000000002,1,1,1,3,Lost
13725.0,49,11,2151.31,3,5,5,13,Champions
13726.0,38,2,1079.6599999999999,3,2,4,9,Potential
13727.0,28,2,333.48,4,2,2,8,Potential
13728.0,36,6,1016.14,3,4,4,11,Loyal
13730.0,135,2,752.6,2,2,3,7,At Risk
13731.0,218,2,610.59,1,2,3,6,At Risk
13732.0,27,1,491.86,4,1,2,7,At Risk
13735.0,24,8,3004.3,4,5,5,14,Champions
13736.0,4,3,739.8,5,3,3,11,Loyal
13737.0,199,1,339.59999999999997,1,1,2,4,Lost
13739.0,17,1,216.9,4,1,1,6,At Risk
13740.0,240,1,350.75,1,1,2,4,Lost
13741.0,71,4,670.53,2,4,3,9,Potential
13742.0,16,14,3159.62,4,5,5,14,Champions
13743.0,2,8,1343.05,5,5,4,14,Champions
13744.0,94,2,1156.36,2,2,4,8,Potential
13745.0,150,2,308.54,2,2,2,6,At Risk
13747.0,373,1,79.6,1,1,1,3,Lost
13748.0,95,5,948.25,2,4,3,9,Potential
13750.0,53,5,1647.26,3,4,4,11,Loyal
13751.0,287,1,296.25,1,1,2,4,Lost
13752.0,123,6,1186.28,2,4,4,10,Loyal
13753.0,287,1,741.26,1,1,3,5,Lost
13754.0,151,2,282.59999999999997,2,2,2,6,At Risk
13755.0,3,10,2168.02,5,5,5,15,Champions
13756.0,1,15,5233.92,5,5,5,15,Champions
13758.0,11,7,3190.55,4,5,5,14,Champions
13759.0,32,2,659.4100000000001,3,2,3,8,Potential
13760.0,53,2,286.79,3,2,2,7,At Risk
13761.0,49,2,1070.65,3,2,4,9,Potential
13762.0,203,2,613.4399999999999,1,2,3,6,At Risk
13763.0,62,3,1740.46,3,3,4,10,Loyal
